year,movieId,rating
1947.0,6467,1
1947.0,6603,1
1947.0,7058,1
1947.0,7217,2
1947.0,7826,2
1947.0,7835,2
1947.0,8338,3
1947.0,8420,1
1947.0,8611,2
1947.0,8695,1
1947.0,25929,1
1947.0,25930,1
1947.0,25940,1
1947.0,66686,1
1948.0,746,1
1948.0,1152,1
1948.0,1153,1
1948.0,1254,30
1948.0,1941,6
1948.0,2176,12
1948.0,3089,23
1948.0,3334,16
1948.0,3928,5
1948.0,5230,1
1948.0,5434,2
1948.0,6276,1
1948.0,7070,2
1948.0,7919,1
1948.0,8341,2
1948.0,8463,1
1948.0,8711,2
1948.0,8718,1
1948.0,25937,3
1948.0,25941,1
1948.0,25947,2
1948.0,31973,1
1948.0,32371,2
1948.0,46664,1
1948.0,126006,1
1949.0,963,2
1949.0,1026,1
1949.0,1212,38
1949.0,1942,6
1949.0,2200,1
1949.0,2430,5
1949.0,3606,9
1949.0,3964,2
1949.0,4338,2
1949.0,5440,1
1949.0,6650,5
1949.0,7121,6
1949.0,7212,4
1949.0,7407,1
1949.0,7924,1
1949.0,8257,1
1949.0,8263,2
1949.0,8459,1
1949.0,8491,3
1949.0,8751,2
1949.0,8752,1
1949.0,8768,1
1949.0,25945,1
1949.0,25952,2
1949.0,83603,1
1950.0,755,1
1950.0,922,39
1950.0,926,38
1950.0,934,24
1950.0,1022,55
1950.0,2187,2
1950.0,3088,19
1950.0,3341,12
1950.0,3364,7
1950.0,3780,1
1950.0,5291,16
1950.0,5826,1
1950.0,6273,3
1950.0,6405,2
1950.0,6429,1
1950.0,6739,1
1950.0,7196,1
1950.0,7223,3
1950.0,7395,1
1950.0,25962,1
1950.0,25965,1
1950.0,31770,1
1950.0,32369,2
1950.0,44073,1
1950.0,52378,1
1950.0,59832,1
1950.0,69559,1
1951.0,900,22
1951.0,969,50
1951.0,1032,49
1951.0,1104,40
1951.0,1253,20
1951.0,2186,23
1951.0,2660,2
1951.0,3406,4
1951.0,3475,4
1951.0,3657,2
1951.0,3736,7
1951.0,5168,3
1951.0,5603,3
1951.0,5604,1
1951.0,7195,1
1951.0,7211,1
1951.0,8187,1
1951.0,8492,3
1951.0,8502,3
1951.0,8785,1
1951.0,31156,1
1951.0,87218,1
1951.0,89881,1
1952.0,899,64
1952.0,1226,13
1952.0,1283,21
1952.0,1943,6
1952.0,2848,1
1952.0,3207,1
1952.0,3314,1
1952.0,3417,3
1952.0,3559,6
1952.0,4188,4
1952.0,5114,5
1952.0,5470,5
1952.0,6404,1
1952.0,6527,1
1952.0,6611,1
1952.0,6669,6
1952.0,6982,3
1952.0,7705,1
1952.0,9012,1
1952.0,25971,2
1952.0,25972,1
1952.0,30712,2
1952.0,33917,1
1952.0,47092,1
1952.0,84098,1
1953.0,916,26
1953.0,935,6
1953.0,970,5
1953.0,1944,20
1953.0,2087,38
1953.0,2362,4
1953.0,2661,2
1953.0,2662,18
1953.0,2939,2
1953.0,3121,1
1953.0,3196,20
1953.0,3404,12
1953.0,3871,10
1953.0,4294,3
1953.0,4356,6
1953.0,4357,7
1953.0,5017,3
1953.0,5372,2
1953.0,6237,3
1953.0,6260,2
1953.0,6358,3
1953.0,6629,1
1953.0,6643,6
1953.0,7209,3
1953.0,7571,1
1953.0,7700,2
1953.0,7822,2
1953.0,7942,1
1953.0,8199,2
1953.0,8616,1
1953.0,8848,1
1953.0,25999,1
1953.0,31109,1
1953.0,32525,2
1953.0,95113,1
1954.0,904,92
1954.0,915,23
1954.0,972,1
1954.0,1019,37
1954.0,1086,26
1954.0,1945,29
1954.0,2019,54
1954.0,2287,6
1954.0,2363,11
1954.0,3675,11
1954.0,3930,5
1954.0,4319,1
1954.0,4360,2
1954.0,4420,4
1954.0,5079,1
1954.0,5085,3
1954.0,6426,1
1954.0,6785,5
1954.0,7234,5
1954.0,8008,3
1954.0,8188,3
1954.0,8337,9
1954.0,8410,1
1954.0,8462,1
1954.0,8524,1
1954.0,8618,3
1954.0,8654,1
1954.0,8920,1
1954.0,25993,1
1954.0,25995,1
1954.0,25996,1
1954.0,31374,2
1954.0,95115,1
1955.0,668,4
1955.0,933,29
1955.0,949,16
1955.0,982,4
1955.0,1008,5
1955.0,1103,40
1955.0,1946,12
1955.0,2080,51
1955.0,2184,8
1955.0,2656,2
1955.0,2727,2
1955.0,3035,17
1955.0,3292,1
1955.0,3340,3
1955.0,3414,4
1955.0,3549,18
1955.0,3678,5
1955.0,4298,2
1955.0,4324,1
1955.0,4359,6
1955.0,4426,1
1955.0,4767,3
1955.0,5333,1
1955.0,5602,4
1955.0,5795,1
1955.0,6231,2
1955.0,6431,1
1955.0,6981,1
1955.0,7013,10
1955.0,7116,5
1955.0,7585,1
1955.0,7614,6
1955.0,7787,1
1955.0,7941,4
1955.0,8094,2
1955.0,8143,1
1955.0,8447,1
1955.0,8451,3
1955.0,8921,1
1955.0,26003,2
1955.0,26005,1
1955.0,26007,1
1955.0,32469,1
1955.0,49688,1
1955.0,55895,1
1955.0,69945,1
1955.0,78111,1
1955.0,96792,1
1955.0,142192,1
1956.0,820,1
1956.0,948,11
1956.0,952,21
1956.0,1301,9
1956.0,2182,2
1956.0,2183,9
1956.0,2565,21
1956.0,2664,19
1956.0,2726,11
1956.0,2967,5
1956.0,3365,14
1956.0,3845,1
1956.0,4046,2
1956.0,4433,2
1956.0,5966,1
1956.0,6064,1
1956.0,6357,3
1956.0,6516,3
1956.0,7075,5
1956.0,7386,13
1956.0,8136,1
1956.0,8194,2
1956.0,8403,1
1956.0,8684,1
1956.0,26009,1
1956.0,26010,1
1956.0,26012,1
1956.0,26013,1
1956.0,47196,1
1956.0,47721,5
1956.0,62049,1
1957.0,901,12
1957.0,932,16
1957.0,937,5
1957.0,1012,19
1957.0,1178,15
1957.0,1203,74
1957.0,1237,16
1957.0,1250,65
1957.0,2351,7
1957.0,2652,2
1957.0,2874,2
1957.0,3038,4
1957.0,3096,5
1957.0,3136,2
1957.0,3199,3
1957.0,3640,2
1957.0,3659,1
1957.0,3934,1
1957.0,4432,7
1957.0,5008,8
1957.0,5147,8
1957.0,5300,3
1957.0,5373,2
1957.0,6227,1
1957.0,6302,1
1957.0,6355,2
1957.0,6356,1
1957.0,6390,2
1957.0,6450,3
1957.0,6918,2
1957.0,6970,4
1957.0,7357,2
1957.0,7493,5
1957.0,7697,1
1957.0,7766,7
1957.0,8657,1
1957.0,8672,1
1957.0,8675,1
1957.0,26025,2
1957.0,89408,1
1958.0,854,1
1958.0,903,69
1958.0,938,11
1958.0,939,1
1958.0,971,17
1958.0,1085,8
1958.0,1248,19
1958.0,1334,15
1958.0,2454,14
1958.0,2670,6
1958.0,2941,14
1958.0,3153,7
1958.0,3368,4
1958.0,3405,8
1958.0,3516,8
1958.0,3548,16
1958.0,3605,2
1958.0,4798,2
1958.0,4948,1
1958.0,4998,1
1958.0,5384,1
1958.0,5649,2
1958.0,5836,1
1958.0,6452,5
1958.0,6630,1
1958.0,7206,1
1958.0,7238,1
1958.0,7925,6
1958.0,8009,1
1958.0,8989,2
1958.0,74630,1
1959.0,670,3
1959.0,841,7
1959.0,908,87
1959.0,910,66
1959.0,1016,10
1959.0,1287,46
1959.0,1924,9
1959.0,2043,8
1959.0,2096,35
1959.0,2519,1
1959.0,2634,3
1959.0,2669,3
1959.0,2731,14
1959.0,2781,2
1959.0,3171,2
1959.0,3379,6
1959.0,3801,15
1959.0,3872,3
1959.0,3923,1
1959.0,3933,1
1959.0,4329,4
1959.0,4802,6
1959.0,5383,1
1959.0,6031,2
1959.0,6183,3
1959.0,6239,2
1959.0,6561,4
1959.0,7088,2
1959.0,7131,1
1959.0,7180,1
1959.0,7303,5
1959.0,7916,2
1959.0,8137,2
1959.0,8138,2
1959.0,8197,3
1959.0,8484,1
1959.0,26052,2
1959.0,34608,1
1959.0,41336,1
1959.0,47287,1
1960.0,659,2
1960.0,909,33
1960.0,1014,10
1960.0,1017,17
1960.0,1219,77
1960.0,2079,1
1960.0,2488,5
1960.0,2553,5
1960.0,2728,19
1960.0,2747,14
1960.0,3205,1
1960.0,3469,12
1960.0,3602,1
1960.0,3959,16
1960.0,4042,4
1960.0,4051,1
1960.0,4190,9
1960.0,4327,14
1960.0,4403,2
1960.0,4792,4
1960.0,4796,1
1960.0,4914,10
1960.0,4954,5
1960.0,5119,1
1960.0,5799,2
1960.0,6449,1
1960.0,6461,5
1960.0,7135,4
1960.0,7207,1
1960.0,7245,1
1960.0,7818,1
1960.0,7820,1
1960.0,8154,8
1960.0,8189,1
1960.0,8195,3
1960.0,8487,2
1960.0,8617,2
1960.0,8745,1
1960.0,8986,1
1960.0,8988,1
1960.0,9001,1
1960.0,32381,1
1960.0,70188,1
1960.0,71404,1
1960.0,74089,1
1961.0,902,44
1961.0,1013,21
1961.0,1076,2
1961.0,1947,45
1961.0,2015,19
1961.0,2017,7
1961.0,2085,41
1961.0,2732,10
1961.0,2782,3
1961.0,3030,9
1961.0,3330,7
1961.0,3350,10
1961.0,3468,23
1961.0,3600,4
1961.0,3654,13
1961.0,3926,2
1961.0,4428,1
1961.0,4804,1
1961.0,5063,1
1961.0,5227,1
1961.0,5830,1
1961.0,5963,2
1961.0,6073,1
1961.0,6225,1
1961.0,6446,1
1961.0,6579,1
1961.0,6599,1
1961.0,6777,9
1961.0,7068,4
1961.0,7939,1
1961.0,8239,4
1961.0,8385,2
1961.0,60990,1
1961.0,63629,1
1961.0,86864,1
1961.0,116012,1
1962.0,1204,51
1962.0,1207,80
1962.0,1267,49
1962.0,1344,19
1962.0,2056,1
1962.0,2365,5
1962.0,2729,16
1962.0,2905,7
1962.0,2949,31
1962.0,3062,11
1962.0,3546,16
1962.0,3604,5
1962.0,3627,3
1962.0,3737,1
1962.0,3833,3
1962.0,4263,6
1962.0,4406,11
1962.0,4704,3
1962.0,5398,2
1962.0,5981,1
1962.0,6414,1
1962.0,6460,2
1962.0,6514,1
1962.0,6858,4
1962.0,7043,2
1962.0,7062,4
1962.0,7082,1
1962.0,7619,3
1962.0,8057,1
1962.0,8477,4
1962.0,8620,4
1962.0,8650,2
1962.0,8661,4
1962.0,26079,1
1962.0,26082,2
1962.0,26084,6
1962.0,26085,1
1962.0,26086,1
1962.0,26093,1
1962.0,26094,1
1962.0,32892,1
1963.0,911,27
1963.0,1025,26
1963.0,1251,20
1963.0,1262,49
1963.0,1333,51
1963.0,1572,3
1963.0,1948,12
1963.0,2057,4
1963.0,2098,2
1963.0,2136,18
1963.0,2550,3
1963.0,2554,3
1963.0,2780,3
1963.0,2948,32
1963.0,3076,4
1963.0,3344,1
1963.0,3461,13
1963.0,3467,17
1963.0,3832,1
1963.0,3921,2
1963.0,4187,8
1963.0,4274,2
1963.0,4401,1
1963.0,4414,1
1963.0,4687,1
1963.0,4799,7
1963.0,5022,1
1963.0,5057,1
1963.0,6182,1
1963.0,6432,1
1963.0,6562,1
1963.0,6662,15
1963.0,6728,1
1963.0,7757,4
1963.0,7926,2
1963.0,7938,2
1963.0,8126,1
1963.0,8724,2
1963.0,8850,1
1963.0,8903,1
1963.0,32395,1
1963.0,43635,1
1963.0,44597,1
1963.0,51773,1
1963.0,72880,1
1963.0,106004,1
1963.0,107081,1
1964.0,199,3
1964.0,750,105
1964.0,914,51
1964.0,1028,78
1964.0,2181,5
1964.0,2784,3
1964.0,2820,2
1964.0,2863,30
1964.0,2947,53
1964.0,2951,19
1964.0,3224,4
1964.0,3245,1
1964.0,3351,1
1964.0,3634,6
1964.0,3789,5
1964.0,3922,2
1964.0,3924,1
1964.0,3963,8
1964.0,4399,1
1964.0,4795,4
1964.0,5638,1
1964.0,5651,3
1964.0,5899,2
1964.0,6522,1
1964.0,6609,2
1964.0,7073,5
1964.0,7085,1
1964.0,7560,4
1964.0,7564,1
1964.0,7771,4
1964.0,7944,3
1964.0,8190,2
1964.0,8761,1
1964.0,8828,1
1964.0,8857,1
1964.0,26111,3
1964.0,26116,2
1964.0,26117,1
1964.0,26122,1
1964.0,30783,1
1964.0,42783,1
1964.0,50740,3
1964.0,71433,1
1964.0,73854,1
1964.0,83829,1
1965.0,390,5
1965.0,680,6
1965.0,1018,10
1965.0,1035,80
1965.0,1083,8
1965.0,2067,22
1965.0,2783,1
1965.0,2856,5
1965.0,2946,11
1965.0,2983,2
1965.0,2993,17
1965.0,3075,5
1965.0,3520,3
1965.0,3681,14
1965.0,3873,11
1965.0,4189,2
1965.0,4339,4
1965.0,4394,3
1965.0,4402,1
1965.0,4411,1
1965.0,4806,2
1965.0,5498,2
1965.0,6178,3
1965.0,6416,1
1965.0,6422,3
1965.0,6448,3
1965.0,7051,1
1965.0,7067,1
1965.0,7130,1
1965.0,7394,2
1965.0,7748,2
1965.0,8772,2
1965.0,8821,1
1965.0,26133,4
1965.0,26147,1
1965.0,31737,2
1965.0,32139,1
1965.0,40833,1
1965.0,49394,2
1965.0,97254,1
1965.0,98473,1
1965.0,127052,1
1966.0,1201,57
1966.0,1949,10
1966.0,2132,23
1966.0,2180,2
1966.0,2969,3
1966.0,3144,2
1966.0,3487,1
1966.0,3653,10
1966.0,3788,15
1966.0,3927,10
1966.0,4186,5
1966.0,4191,6
1966.0,4284,1
1966.0,4337,1
1966.0,4930,1
1966.0,4984,1
1966.0,5062,1
1966.0,5801,3
1966.0,6232,3
1966.0,6305,2
1966.0,6386,1
1966.0,6447,1
1966.0,6458,1
1966.0,6584,3
1966.0,6813,2
1966.0,7122,2
1966.0,7182,1
1966.0,7312,1
1966.0,7327,9
1966.0,7882,1
1966.0,7995,1
1966.0,8033,2
1966.0,8056,1
1966.0,8525,2
1966.0,8796,4
1966.0,8820,1
1966.0,26131,6
1966.0,26151,1
1966.0,26152,4
1966.0,26157,1
1966.0,31930,1
1966.0,32387,1
1966.0,34359,1
1966.0,42900,1
1966.0,52435,13
1966.0,60487,5
1966.0,69908,1
1966.0,91582,1
1967.0,154,16
1967.0,1084,56
1967.0,1164,1
1967.0,1247,89
1967.0,1276,46
1967.0,1950,22
1967.0,2047,1
1967.0,2049,1
1967.0,2078,46
1967.0,2135,12
1967.0,2870,8
1967.0,2944,35
1967.0,3025,1
1967.0,3028,4
1967.0,3296,8
1967.0,3451,18
1967.0,3460,1
1967.0,3658,2
1967.0,4854,1
1967.0,5142,1
1967.0,5796,2
1967.0,6257,1
1967.0,6480,4
1967.0,6639,2
1967.0,6646,3
1967.0,6852,4
1967.0,7204,1
1967.0,7569,11
1967.0,7587,6
1967.0,7708,1
1967.0,7714,2
1967.0,7888,1
1967.0,7946,1
1967.0,7959,1
1967.0,8819,1
1967.0,8840,1
1967.0,8928,4
1967.0,26160,1
1967.0,26163,1
1967.0,26171,2
1967.0,26172,2
1967.0,26176,1
1967.0,26178,3
1967.0,26180,1
1967.0,45000,1
1967.0,51044,1
1967.0,53737,1
1967.0,55078,1
1967.0,71755,1
1967.0,104119,1
1967.0,107412,1
1967.0,110752,1
1968.0,674,21
1968.0,702,1
1968.0,775,1
1968.0,924,123
1968.0,968,27
1968.0,1023,17
1968.0,1209,16
1968.0,1951,14
1968.0,2035,1
1968.0,2160,36
1968.0,2285,3
1968.0,2300,33
1968.0,2529,57
1968.0,2764,6
1968.0,2857,21
1968.0,2922,3
1968.0,3143,1
1968.0,3427,2
1968.0,3507,21
1968.0,3668,13
1968.0,3875,1
1968.0,4281,1
1968.0,4427,9
1968.0,4912,5
1968.0,5004,1
1968.0,6808,4
1968.0,6826,1
1968.0,7076,3
1968.0,7136,4
1968.0,7247,5
1968.0,7650,1
1968.0,7936,1
1968.0,7979,5
1968.0,8147,2
1968.0,8267,1
1968.0,8763,1
1968.0,8882,2
1968.0,26125,1
1968.0,26164,1
1968.0,26188,1
1968.0,26198,2
1968.0,32174,1
1968.0,39659,1
1968.0,57418,1
1968.0,86982,1
1969.0,599,14
1969.0,1010,17
1969.0,1304,75
1969.0,1952,39
1969.0,1963,10
1969.0,2040,6
1969.0,3011,10
1969.0,3168,25
1969.0,3494,13
1969.0,3633,12
1969.0,3806,3
1969.0,4282,3
1969.0,4709,5
1969.0,5000,1
1969.0,5354,2
1969.0,5475,3
1969.0,6245,2
1969.0,6247,2
1969.0,6732,4
1969.0,6893,7
1969.0,7110,1
1969.0,7774,1
1969.0,8039,2
1969.0,8191,4
1969.0,8388,1
1969.0,8571,2
1969.0,8725,1
1969.0,8754,4
1969.0,8797,1
1969.0,26150,1
1969.0,26199,1
1969.0,26208,1
1969.0,32853,3
1969.0,46855,1
1969.0,54220,1
1969.0,59805,1
1969.0,59834,1
1969.0,81054,1
1969.0,114082,1
1970.0,616,42
1970.0,1272,40
1970.0,2520,15
1970.0,2530,8
1970.0,2925,7
1970.0,3037,18
1970.0,3066,10
1970.0,3201,20
1970.0,3622,2
1970.0,3836,9
1970.0,4185,1
1970.0,4296,4
1970.0,4349,4
1970.0,4424,7
1970.0,4972,2
1970.0,5060,59
1970.0,6427,1
1970.0,6428,5
1970.0,6470,1
1970.0,6528,1
1970.0,6920,1
1970.0,6995,1
1970.0,7111,1
1970.0,7190,1
1970.0,7250,1
1970.0,7484,3
1970.0,7836,6
1970.0,7897,1
1970.0,7958,1
1970.0,8015,1
1970.0,8196,2
1970.0,26228,1
1970.0,26229,1
1970.0,26231,3
1970.0,26258,5
1970.0,31963,1
1970.0,45837,2
1970.0,50742,3
1970.0,52528,1
1970.0,72647,1
1970.0,76303,1
1970.0,129191,1
1971.0,1031,22
1971.0,1073,148
1971.0,1078,19
1971.0,1206,121
1971.0,1235,44
1971.0,1419,10
1971.0,1953,46
1971.0,1964,15
1971.0,2031,2
1971.0,2032,1
1971.0,2533,13
1971.0,2788,22
1971.0,2984,1
1971.0,3032,7
1971.0,3093,7
1971.0,3152,21
1971.0,3167,8
1971.0,3202,1
1971.0,3216,1
1971.0,3284,4
1971.0,3522,1
1971.0,3729,3
1971.0,3947,1
1971.0,3957,8
1971.0,3984,23
1971.0,4195,2
1971.0,4440,3
1971.0,4803,6
1971.0,4855,23
1971.0,4857,13
1971.0,5122,1
1971.0,6301,3
1971.0,6303,9
1971.0,6498,1
1971.0,6645,4
1971.0,6684,1
1971.0,6840,1
1971.0,7069,2
1971.0,7300,2
1971.0,7894,2
1971.0,8332,1
1971.0,8929,1
1971.0,26241,2
1971.0,26242,4
1971.0,26251,1
1971.0,31549,1
1971.0,32203,1
1971.0,32686,1
1971.0,37277,1
1971.0,37785,1
1971.0,47274,2
1971.0,49902,1
1971.0,67504,1
1971.0,152844,1
1972.0,858,200
1972.0,1082,16
1972.0,1162,5
1972.0,2013,28
1972.0,2178,9
1972.0,2361,8
1972.0,2532,7
1972.0,2871,32
1972.0,3069,5
1972.0,3074,6
1972.0,3490,2
1972.0,3503,10
1972.0,3545,22
1972.0,3588,2
1972.0,3757,1
1972.0,3812,11
1972.0,4422,5
1972.0,4438,3
1972.0,4444,3
1972.0,5002,2
1972.0,5120,6
1972.0,5275,2
1972.0,5353,1
1972.0,5410,2
1972.0,5569,2
1972.0,5986,2
1972.0,6533,5
1972.0,6666,9
1972.0,7008,5
1972.0,7063,9
1972.0,7084,8
1972.0,7272,1
1972.0,7922,1
1972.0,8016,2
1972.0,8544,1
1972.0,8690,1
1972.0,26265,1
1972.0,26268,1
1972.0,26271,1
1972.0,31524,1
1972.0,34583,1
1972.0,41226,3
1972.0,48061,1
1972.0,51380,1
1972.0,62801,1
1972.0,74727,2
1972.0,78903,1
1972.0,87884,1
1973.0,615,2
1973.0,1077,39
1973.0,1234,63
1973.0,1997,64
1973.0,2009,17
1973.0,2137,25
1973.0,2495,4
1973.0,2511,3
1973.0,2527,13
1973.0,2531,6
1973.0,2921,9
1973.0,2991,24
1973.0,3034,29
1973.0,3194,11
1973.0,3198,21
1973.0,3200,10
1973.0,3363,38
1973.0,3655,2
1973.0,3682,7
1973.0,3733,7
1973.0,3735,27
1973.0,3741,13
1973.0,3771,4
1973.0,4754,2
1973.0,5105,4
1973.0,6051,2
1973.0,6230,2
1973.0,6271,3
1973.0,6395,3
1973.0,6585,1
1973.0,6613,2
1973.0,6724,6
1973.0,7060,8
1973.0,7089,6
1973.0,7396,5
1973.0,7482,9
1973.0,7889,1
1973.0,8042,7
1973.0,8207,5
