x_1,x_2,p
0.049217002,0.012304251,0.762131771
0.052732502,0.012304251,0.767430768
0.056248003,0.012304251,0.772596974
0.059763503,0.012304251,0.777644855
0.063279003,0.012304251,0.782588876
0.066794503,0.012304251,0.787443504
0.070310003,0.012304251,0.792223203
0.073825503,0.012304251,0.79694244
0.077341004,0.012304251,0.80161568
0.080856504,0.012304251,0.806257389
0.084372004,0.012304251,0.810882032
0.087887504,0.012304251,0.815504076
0.091403004,0.012304251,0.820137986
0.094918504,0.012304251,0.824798228
0.098434004,0.012304251,0.829499267
0.101949505,0.012304251,0.834255569
0.105465005,0.012304251,0.839081601
0.108980505,0.012304251,0.843991826
0.112496005,0.012304251,0.849000712
0.116011505,0.012304251,0.854122724
0.119527005,0.012304251,0.859372328
0.123042506,0.012304251,0.864763989
0.126558006,0.012304251,0.870312173
0.130073506,0.012304251,0.876031345
0.133589006,0.012304251,0.881647249
0.137104506,0.012304251,0.886885199
0.140620006,0.012304251,0.891759024
0.144135507,0.012304251,0.896282551
0.147651007,0.012304251,0.900469608
0.151166507,0.012304251,0.904334022
0.154682007,0.012304251,0.907889622
0.158197507,0.012304251,0.911150235
0.161713007,0.012304251,0.914129687
0.165228508,0.012304251,0.916841808
0.168744008,0.012304251,0.919300425
0.172259508,0.012304251,0.921519365
0.175775008,0.012304251,0.923512455
0.179290508,0.012304251,0.925293524
0.182806008,0.012304251,0.9268764
0.186321508,0.012304251,0.928274909
0.189837009,0.012304251,0.92950288
0.193352509,0.012304251,0.930574139
0.196868009,0.012304251,0.931502516
0.200383509,0.012304251,0.932301836
0.203899009,0.012304251,0.932985929
0.207414509,0.012304251,0.933568621
0.21093001,0.012304251,0.934063741
0.21444551,0.012304251,0.934485115
0.21796101,0.012304251,0.934846571
0.22147651,0.012304251,0.935161938
0.22499201,0.012304251,0.935445043
0.22850751,0.012304251,0.935709712
0.232023011,0.012304251,0.935969775
0.235538511,0.012304251,0.936239058
0.239054011,0.012304251,0.93653139
0.242569511,0.012304251,0.936860597
0.246085011,0.012304251,0.937240508
0.249600511,0.012304251,0.93768495
0.253116012,0.012304251,0.938207751
0.256631512,0.012304251,0.938822738
0.260147012,0.012304251,0.939543739
0.263662512,0.012304251,0.940314639
0.267178012,0.012304251,0.941070228
0.270693512,0.012304251,0.941810697
0.274209012,0.012304251,0.942536234
0.277724513,0.012304251,0.94324703
0.281240013,0.012304251,0.943943273
0.284755513,0.012304251,0.944625153
0.288271013,0.012304251,0.945292859
0.291786513,0.012304251,0.945946581
0.295302013,0.012304251,0.946586508
0.298817514,0.012304251,0.947212829
0.302333014,0.012304251,0.947825733
0.305848514,0.012304251,0.94842541
0.309364014,0.012304251,0.94901205
0.312879514,0.012304251,0.949585841
0.316395014,0.012304251,0.950146973
0.319910515,0.012304251,0.950695636
0.323426015,0.012304251,0.951232018
0.326941515,0.012304251,0.95175631
0.330457015,0.012304251,0.952268699
0.333972515,0.012304251,0.952769377
0.337488015,0.012304251,0.953258531
0.341003516,0.012304251,0.953736352
0.344519016,0.012304251,0.954203029
0.348034516,0.012304251,0.95465875
0.351550016,0.012304251,0.955103707
0.355065516,0.012304251,0.955538087
0.358581016,0.012304251,0.95596208
0.362096516,0.012304251,0.956375876
0.365612017,0.012304251,0.956779664
0.369127517,0.012304251,0.957173632
0.372643017,0.012304251,0.957557972
0.376158517,0.012304251,0.957932871
0.379674017,0.012304251,0.95829852
0.383189517,0.012304251,0.958655107
0.386705018,0.012304251,0.959002823
0.390220518,0.012304251,0.959341855
0.393736018,0.012304251,0.959672395
0.397251518,0.012304251,0.960012394
0.400767018,0.012304251,0.960378614
0.404282518,0.012304251,0.960769452
0.407798019,0.012304251,0.961183305
0.411313519,0.012304251,0.961618573
0.414829019,0.012304251,0.962073652
0.418344519,0.012304251,0.962546941
0.421860019,0.012304251,0.963036838
0.425375519,0.012304251,0.96354174
0.428891019,0.012304251,0.964060046
0.43240652,0.012304251,0.964590154
0.43592202,0.012304251,0.965130462
0.43943752,0.012304251,0.965679367
0.44295302,0.012304251,0.966235267
0.44646852,0.012304251,0.966796561
0.44998402,0.012304251,0.967361647
0.453499521,0.012304251,0.967928922
0.457015021,0.012304251,0.968496785
0.460530521,0.012304251,0.969063632
0.464046021,0.012304251,0.969627864
0.467561521,0.012304251,0.970187876
0.471077021,0.012304251,0.970742068
0.474592522,0.012304251,0.971288837
0.478108022,0.012304251,0.971826581
0.481623522,0.012304251,0.972353699
0.485139022,0.012304251,0.972868587
0.488654522,0.012304251,0.973369645
0.492170022,0.012304251,0.97385527
0.495685523,0.012304251,0.97432386
0.499201023,0.012304251,0.974773812
0.502716523,0.012304251,0.975203526
0.506232023,0.012304251,0.975611399
0.509747523,0.012304251,0.975995829
0.513263023,0.012304251,0.976355213
0.516778523,0.012304251,0.976687951
0.520294024,0.012304251,0.976992439
0.523809524,0.012304251,0.977267076
0,0.016405667,0.653403586
0.0035155,0.016405667,0.6621962
0.007031,0.016405667,0.670677725
0.0105465,0.016405667,0.678861272
0.014062001,0.016405667,0.68675995
0.017577501,0.016405667,0.69438687
0.021093001,0.016405667,0.70175514
0.024608501,0.016405667,0.708877872
0.028124001,0.016405667,0.715768175
0.031639501,0.016405667,0.722439159
0.035155002,0.016405667,0.728903935
0.038670502,0.016405667,0.735175611
0.042186002,0.016405667,0.741267298
0.045701502,0.016405667,0.747192106
0.049217002,0.016405667,0.752963145
0.052732502,0.016405667,0.758593524
0.056248003,0.016405667,0.764096354
0.059763503,0.016405667,0.769484745
0.063279003,0.016405667,0.774771807
0.066794503,0.016405667,0.779970649
0.070310003,0.016405667,0.785094381
0.073825503,0.016405667,0.790156114
0.077341004,0.016405667,0.795168957
0.080856504,0.016405667,0.800146021
0.084372004,0.016405667,0.805100414
0.087887504,0.016405667,0.810045248
0.091403004,0.016405667,0.814993632
0.094918504,0.016405667,0.819958676
0.098434004,0.016405667,0.82495349
0.101949505,0.016405667,0.829991184
0.105465005,0.016405667,0.835084868
0.108980505,0.016405667,0.840247651
0.112496005,0.016405667,0.845492645
0.116011505,0.016405667,0.850832958
0.119527005,0.016405667,0.856281701
0.123042506,0.016405667,0.861851983
0.126558006,0.016405667,0.867556915
0.130073506,0.016405667,0.873409606
0.133589006,0.016405667,0.879149782
0.137104506,0.016405667,0.884517312
0.140620006,0.016405667,0.889525521
0.144135507,0.016405667,0.894187732
0.147651007,0.016405667,0.898517272
0.151166507,0.016405667,0.902527464
0.154682007,0.016405667,0.906231634
0.158197507,0.016405667,0.909643107
0.161713007,0.016405667,0.912775207
0.165228508,0.016405667,0.91564126
0.168744008,0.016405667,0.918254589
0.172259508,0.016405667,0.920628521
0.175775008,0.016405667,0.922776379
0.179290508,0.016405667,0.924711488
0.182806008,0.016405667,0.926447174
0.186321508,0.016405667,0.927996762
0.189837009,0.016405667,0.929373575
0.193352509,0.016405667,0.930590939
0.196868009,0.016405667,0.931662179
0.200383509,0.016405667,0.932600619
0.203899009,0.016405667,0.933419585
0.207414509,0.016405667,0.9341324
0.21093001,0.016405667,0.934752391
0.21444551,0.016405667,0.935292882
0.21796101,0.016405667,0.935767197
0.22147651,0.016405667,0.936188662
0.22499201,0.016405667,0.936570601
0.22850751,0.016405667,0.936926339
0.232023011,0.016405667,0.937269202
0.235538511,0.016405667,0.937612513
0.239054011,0.016405667,0.937969598
0.242569511,0.016405667,0.938353781
0.246085011,0.016405667,0.938778387
0.249600511,0.016405667,0.939256742
0.253116012,0.016405667,0.93980217
0.256631512,0.016405667,0.940427995
0.260147012,0.016405667,0.941147543
0.263662512,0.016405667,0.941909881
0.267178012,0.016405667,0.942655384
0.270693512,0.016405667,0.943384343
0.274209012,0.016405667,0.944097046
0.277724513,0.016405667,0.944793782
0.281240013,0.016405667,0.945474841
0.284755513,0.016405667,0.946140511
0.288271013,0.016405667,0.946791081
0.291786513,0.016405667,0.947426841
0.295302013,0.016405667,0.94804808
0.298817514,0.016405667,0.948655086
0.302333014,0.016405667,0.949248148
0.305848514,0.016405667,0.949827557
0.309364014,0.016405667,0.9503936
0.312879514,0.016405667,0.950946567
0.316395014,0.016405667,0.951486747
0.319910515,0.016405667,0.952014429
0.323426015,0.016405667,0.952529901
0.326941515,0.016405667,0.953033454
0.330457015,0.016405667,0.953525376
0.333972515,0.016405667,0.954005957
0.337488015,0.016405667,0.954475484
0.341003516,0.016405667,0.954934248
0.344519016,0.016405667,0.955382537
0.348034516,0.016405667,0.955820641
0.351550016,0.016405667,0.956248848
0.355065516,0.016405667,0.956667448
0.358581016,0.016405667,0.957076729
0.362096516,0.016405667,0.957476981
0.365612017,0.016405667,0.957868493
0.369127517,0.016405667,0.958251553
0.372643017,0.016405667,0.958626451
0.376158517,0.016405667,0.958993476
0.379674017,0.016405667,0.959352918
0.383189517,0.016405667,0.959705064
0.386705018,0.016405667,0.960050204
0.390220518,0.016405667,0.960388627
0.393736018,0.016405667,0.960720623
0.397251518,0.016405667,0.961061742
0.400767018,0.016405667,0.961426369
0.404282518,0.016405667,0.961813045
0.407798019,0.016405667,0.962220308
0.411313519,0.016405667,0.9626467
0.414829019,0.016405667,0.963090761
0.418344519,0.016405667,0.963551029
0.421860019,0.016405667,0.964026045
0.425375519,0.016405667,0.964514349
0.428891019,0.016405667,0.965014481
0.43240652,0.016405667,0.965524981
0.43592202,0.016405667,0.966044389
0.43943752,0.016405667,0.966571244
0.44295302,0.016405667,0.967104087
0.44646852,0.016405667,0.967641457
0.44998402,0.016405667,0.968181894
0.453499521,0.016405667,0.968723939
0.457015021,0.016405667,0.969266132
0.460530521,0.016405667,0.969807011
0.464046021,0.016405667,0.970345118
0.467561521,0.016405667,0.970878992
0.471077021,0.016405667,0.971407172
0.474592522,0.016405667,0.9719282
0.478108022,0.016405667,0.972440615
0.481623522,0.016405667,0.972942956
0.485139022,0.016405667,0.973433764
0.488654522,0.016405667,0.973911579
0.492170022,0.016405667,0.97437494
0.495685523,0.016405667,0.974822388
0.499201023,0.016405667,0.975252462
0.502716523,0.016405667,0.975663703
0.506232023,0.016405667,0.97605465
0.509747523,0.016405667,0.976423843
0.513263023,0.016405667,0.976769823
0.516778523,0.016405667,0.977091128
0.520294024,0.016405667,0.9773863
0.523809524,0.016405667,0.977653877
0,0.020507084,0.64078555
0.0035155,0.020507084,0.649704838
0.007031,0.020507084,0.658336085
0.0105465,0.020507084,0.666691125
0.014062001,0.020507084,0.674781787
0.017577501,0.020507084,0.682619905
0.021093001,0.020507084,0.690217308
0.024608501,0.020507084,0.69758583
0.028124001,0.020507084,0.7047373
0.031639501,0.020507084,0.711683552
0.035155002,0.020507084,0.718436415
0.038670502,0.020507084,0.725007723
0.042186002,0.020507084,0.731409306
0.045701502,0.020507084,0.737652995
0.049217002,0.020507084,0.743750623
0.052732502,0.020507084,0.74971402
0.056248003,0.020507084,0.755555019
0.059763503,0.020507084,0.761285451
0.063279003,0.020507084,0.766917147
0.066794503,0.020507084,0.772461939
0.070310003,0.020507084,0.777931658
0.073825503,0.020507084,0.783338136
0.077341004,0.020507084,0.788693204
0.080856504,0.020507084,0.794008694
0.084372004,0.020507084,0.799296438
0.087887504,0.020507084,0.804568266
0.091403004,0.020507084,0.809836011
0.094918504,0.020507084,0.815111503
0.098434004,0.020507084,0.820406575
0.101949505,0.020507084,0.825733058
0.105465005,0.020507084,0.831102783
0.108980505,0.020507084,0.836527582
0.112496005,0.020507084,0.842019287
0.116011505,0.020507084,0.847589728
0.119527005,0.020507084,0.853250738
0.123042506,0.020507084,0.859014147
0.126558006,0.020507084,0.864891789
0.130073506,0.020507084,0.870895493
0.133589006,0.020507084,0.876777097
0.137104506,0.020507084,0.882289162
0.140620006,0.020507084,0.887444606
0.144135507,0.020507084,0.892256346
0.147651007,0.020507084,0.8967373
0.151166507,0.020507084,0.900900385
0.154682007,0.020507084,0.90475852
0.158197507,0.020507084,0.908324622
0.161713007,0.020507084,0.911611609
0.165228508,0.020507084,0.914632398
0.168744008,0.020507084,0.917399906
0.172259508,0.020507084,0.919927053
0.175775008,0.020507084,0.922226754
0.179290508,0.020507084,0.924311928
0.182806008,0.020507084,0.926195493
0.186321508,0.020507084,0.927890366
0.189837009,0.020507084,0.929409464
0.193352509,0.020507084,0.930765706
0.196868009,0.020507084,0.931972009
0.200383509,0.020507084,0.933041291
0.203899009,0.020507084,0.933986469
0.207414509,0.020507084,0.934820461
0.21093001,0.020507084,0.935556185
