"userId","movieId","rating","timestamp","title","genres"
11,648,4,902154514,"Mission: Impossible (1996)","Action|Adventure|Mystery|Thriller"
11,1100,3,902154621,"Days of Thunder (1990)","Action|Drama|Romance"
11,1438,3,902154647,"Dante's Peak (1997)","Action|Thriller"
11,1584,5,902155136,"Contact (1997)","Drama|Sci-Fi"
11,1923,4,904510428,"There's Something About Mary (1998)","Comedy|Romance"
12,256,5,1247263375,"Junior (1994)","Comedy|Sci-Fi"
12,277,3,1247263371,"Miracle on 34th Street (1994)","Drama"
12,830,4,1247263452,"First Wives Club, The (1996)","Comedy"
12,2072,5,1247263670,"'burbs, The (1989)","Comedy"
12,2581,5,1247263444,"Never Been Kissed (1999)","Comedy|Romance"
12,4018,4.5,1247264420,"What Women Want (2000)","Comedy|Romance"
12,8533,5,1247264151,"Notebook, The (2004)","Drama|Romance"
13,3624,4,987895902,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
13,3793,4,987895902,"X-Men (2000)","Action|Adventure|Sci-Fi"
13,3952,3,987895651,"Contender, The (2000)","Drama|Thriller"
14,47,5,835441133,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
14,344,2,835441012,"Ace Ventura: Pet Detective (1994)","Comedy"
14,477,4,835441578,"What's Love Got to Do with It? (1993)","Drama|Musical"
14,539,4,835441415,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
15,158,1,1299424840,"Casper (1995)","Adventure|Children"
15,293,3,1510571962,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","Action|Crime|Drama|Thriller"
15,1196,5,1510572645,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
15,1200,5,1510572775,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi"
15,1210,5,1510572653,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
15,3499,4,1510572526,"Misery (1990)","Drama|Horror|Thriller"
15,3555,4,1299425208,"U-571 (2000)","Action|Thriller|War"
15,4993,3.5,1510571754,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Adventure|Fantasy"
15,4995,5,1510571789,"Beautiful Mind, A (2001)","Drama|Romance"
15,71264,2.5,1510578103,"Cloudy with a Chance of Meatballs (2009)","Animation|Children|Fantasy|IMAX"
15,72998,3,1510572052,"Avatar (2009)","Action|Adventure|Sci-Fi|IMAX"
15,112852,1.5,1510571973,"Guardians of the Galaxy (2014)","Action|Adventure|Sci-Fi"
16,204,2,1377476617,"Under Siege 2: Dark Territory (1995)","Action"
16,319,4,1377476675,"Shallow Grave (1994)","Comedy|Drama|Thriller"
16,1197,4,1377477008,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance"
16,1260,4,1377476887,"M (1931)","Crime|Film-Noir|Thriller"
16,1281,3,1377477580,"Great Dictator, The (1940)","Comedy|Drama|War"
16,2723,3.5,1377476594,"Mystery Men (1999)","Action|Comedy|Fantasy"
16,4011,3,1377477891,"Snatch (2000)","Comedy|Crime|Thriller"
16,5971,4,1377477298,"My Neighbor Totoro (Tonari no Totoro) (1988)","Animation|Children|Drama|Fantasy"
17,150,3.5,1305696497,"Apollo 13 (1995)","Adventure|Drama|IMAX"
17,858,5,1305696683,"Godfather, The (1972)","Crime|Drama"
17,1032,4.5,1305696325,"Alice in Wonderland (1951)","Adventure|Animation|Children|Fantasy|Musical"
17,1089,4,1307262280,"Reservoir Dogs (1992)","Crime|Mystery|Thriller"
17,1222,4.5,1305696870,"Full Metal Jacket (1987)","Drama|War"
17,1263,4,1305696254,"Deer Hunter, The (1978)","Drama|War"
17,2194,4,1305696788,"Untouchables, The (1987)","Action|Crime|Drama"
17,2762,4,1305696835,"Sixth Sense, The (1999)","Drama|Horror|Mystery"
17,2959,4.5,1305696867,"Fight Club (1999)","Action|Crime|Drama|Thriller"
18,2,3,1455617462,"Jumanji (1995)","Adventure|Children|Fantasy"
18,6,4,1460138360,"Heat (1995)","Action|Crime|Thriller"
18,235,4.5,1455529905,"Ed Wood (1994)","Comedy|Drama"
18,288,4,1455617466,"Natural Born Killers (1994)","Action|Crime|Thriller"
18,344,2.5,1455209869,"Ace Ventura: Pet Detective (1994)","Comedy"
18,784,2,1455735643,"Cable Guy, The (1996)","Comedy|Thriller"
18,1089,4,1455051391,"Reservoir Dogs (1992)","Crime|Mystery|Thriller"
18,1095,4,1502911292,"Glengarry Glen Ross (1992)","Drama"
18,1196,4,1455209805,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
18,1209,5,1455050528,"Once Upon a Time in the West (C'era una volta il West) (1968)","Action|Drama|Western"
18,1219,4.5,1455050177,"Psycho (1960)","Crime|Horror"
18,1580,3.5,1455748435,"Men in Black (a.k.a. MIB) (1997)","Action|Comedy|Sci-Fi"
18,1608,3,1455735712,"Air Force One (1997)","Action|Thriller"
18,2001,3.5,1455749721,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama"
18,2268,4,1456672532,"Few Good Men, A (1992)","Crime|Drama|Thriller"
18,2278,3.5,1464907405,"Ronin (1998)","Action|Crime|Thriller"
18,2329,4,1455209651,"American History X (1998)","Crime|Drama"
18,2410,3.5,1456958417,"Rocky III (1982)","Action|Drama"
18,2422,3,1456864794,"Karate Kid, Part III, The (1989)","Action|Adventure|Children|Drama"
18,2918,3.5,1455748728,"Ferris Bueller's Day Off (1986)","Comedy"
18,2951,4.5,1455735323,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Action|Western"
18,2997,4,1455231386,"Being John Malkovich (1999)","Comedy|Drama|Fantasy"
18,3462,4,1476393345,"Modern Times (1936)","Comedy|Drama|Romance"
18,5218,4,1455209763,"Ice Age (2002)","Adventure|Animation|Children|Comedy"
18,5669,3.5,1456919349,"Bowling for Columbine (2002)","Documentary"
18,6378,3,1455049758,"Italian Job, The (2003)","Action|Crime"
18,8957,3.5,1455050859,"Saw (2004)","Horror|Mystery|Thriller"
18,27773,3.5,1455050621,"Old Boy (2003)","Mystery|Thriller"
18,36519,3,1455051042,"Transporter 2 (2005)","Action|Crime|Thriller"
18,37386,1.5,1455050989,"Aeon Flux (2005)","Action|Sci-Fi"
18,52604,4.5,1457650649,"Fracture (2007)","Crime|Drama|Mystery|Thriller"
18,56757,4,1464994729,"Sweeney Todd: The Demon Barber of Fleet Street (2007)","Drama|Horror|Musical|Thriller"
18,60040,3.5,1455529605,"Incredible Hulk, The (2008)","Action|Sci-Fi"
18,64197,4.5,1500585017,"Hunger (2008)","Drama"
18,64957,3.5,1455821116,"Curious Case of Benjamin Button, The (2008)","Drama|Fantasy|Mystery|Romance"
18,68159,4,1475188724,"State of Play (2009)","Crime|Drama|Thriller"
18,72011,3.5,1455749223,"Up in the Air (2009)","Drama|Romance"
18,79293,3,1478366123,"Salt (2010)","Action|Thriller"
18,83349,3,1458581624,"Green Hornet, The (2011)","Action|Comedy|Crime|Fantasy|Thriller|IMAX"
18,86190,3.5,1456924897,"Hanna (2011)","Action|Adventure|Mystery|Thriller"
18,97752,3.5,1455617979,"Cloud Atlas (2012)","Drama|Sci-Fi|IMAX"
18,102903,4,1513369638,"Now You See Me (2013)","Crime|Mystery|Thriller"
18,103253,3.5,1478381466,"Elysium (2013)","Action|Drama|Sci-Fi|IMAX"
18,109487,4.5,1455050087,"Interstellar (2014)","Sci-Fi|IMAX"
18,111759,3.5,1456744991,"Edge of Tomorrow (2014)","Action|Sci-Fi|IMAX"
18,116797,4.5,1455050523,"The Imitation Game (2014)","Drama|Thriller|War"
18,116823,3.5,1456910057,"The Hunger Games: Mockingjay - Part 1 (2014)","Adventure|Sci-Fi|Thriller"
18,142488,4.5,1486643850,"Spotlight (2015)","Thriller"
18,166635,4,1502218032,"Passengers (2016)","Adventure|Drama|Romance|Sci-Fi"
19,19,2,965708339,"Ace Ventura: When Nature Calls (1995)","Comedy"
19,64,2,965708037,"Two if by Sea (1996)","Comedy|Romance"
19,216,2,965707746,"Billy Madison (1995)","Comedy"
19,258,3,965704033,"Kid in King Arthur's Court, A (1995)","Adventure|Children|Comedy|Fantasy|Romance"
19,332,2,965703973,"Village of the Damned (1995)","Horror|Sci-Fi"
19,364,3,965709102,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX"
19,379,2,965703885,"Timecop (1994)","Action|Sci-Fi|Thriller"
19,420,2,965708098,"Beverly Hills Cop III (1994)","Action|Comedy|Crime|Thriller"
19,442,3,965703811,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
19,558,2,965704355,"Pagemaster, The (1994)","Action|Adventure|Animation|Children|Fantasy"
19,592,5,965709445,"Batman (1989)","Action|Crime|Thriller"
19,611,2,965704056,"Hellraiser: Bloodline (1996)","Action|Horror|Sci-Fi"
19,733,3,965709534,"Rock, The (1996)","Action|Adventure|Thriller"
19,745,4,965708982,"Wallace & Gromit: A Close Shave (1995)","Animation|Children|Comedy"
19,829,2,965706415,"Joe's Apartment (1996)","Comedy|Fantasy|Musical"
19,849,2,965704033,"Escape from L.A. (1996)","Action|Adventure|Sci-Fi|Thriller"
19,986,3,965709445,"Fly Away Home (1996)","Adventure|Children"
19,1028,2,965706092,"Mary Poppins (1964)","Children|Comedy|Fantasy|Musical"
19,1049,2,965709622,"Ghost and the Darkness, The (1996)","Action|Adventure"
19,1081,2,965706389,"Victor/Victoria (1982)","Comedy|Musical|Romance"
19,1136,3,965705588,"Monty Python and the Holy Grail (1975)","Adventure|Comedy|Fantasy"
19,1193,4,965702660,"One Flew Over the Cuckoo's Nest (1975)","Drama"
19,1200,3,965710693,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi"
19,1291,5,965709426,"Indiana Jones and the Last Crusade (1989)","Action|Adventure"
19,1346,2,965705137,"Cat People (1982)","Drama|Fantasy|Horror"
19,1377,3,965706683,"Batman Returns (1992)","Action|Crime"
19,1593,2,965708002,"Picture Perfect (1997)","Comedy|Romance"
19,1663,3,965705845,"Stripes (1981)","Comedy|War"
19,1702,3,965704331,"Flubber (1997)","Children|Comedy|Fantasy"
19,1722,3,965711128,"Tomorrow Never Dies (1997)","Action|Adventure|Thriller"
19,1754,2,965711237,"Fallen (1998)","Crime|Drama|Fantasy|Thriller"
19,1777,3,965706438,"Wedding Singer, The (1998)","Comedy|Romance"
19,1783,1,965711649,"Palmetto (1998)","Crime|Drama|Mystery|Romance|Thriller"
19,1831,2,965704033,"Lost in Space (1998)","Action|Adventure|Sci-Fi"
19,1848,2,965704331,"Borrowers, The (1997)","Adventure|Children|Comedy|Fantasy"
19,1862,1,965704079,"Species II (1998)","Horror|Sci-Fi"
19,1906,2,965706657,"Mr. Jealousy (1997)","Comedy|Romance"
19,1963,3,965705725,"Take the Money and Run (1969)","Comedy|Crime"
19,2003,3,965706389,"Gremlins (1984)","Comedy|Horror"
19,2054,3,965704304,"Honey, I Shrunk the Kids (1989)","Adventure|Children|Comedy|Fantasy|Sci-Fi"
19,2072,2,965707518,"'burbs, The (1989)","Comedy"
19,2081,4,965709068,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
19,2082,3,965707487,"Mighty Ducks, The (1992)","Children|Comedy"
19,2108,3,965706140,"L.A. Story (1991)","Comedy|Romance"
19,2115,3,965709534,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy"
19,2134,2,965706525,"Weird Science (1985)","Comedy|Fantasy|Sci-Fi"
19,2253,4,965704355,"Toys (1992)","Comedy|Fantasy"
19,2261,2,965706636,"One Crazy Summer (1986)","Comedy"
19,2266,3,965707828,"Butcher's Wife, The (1991)","Comedy|Romance"
19,2279,2,965705219,"Urban Legend (1998)","Horror|Thriller"
19,2294,3,965709068,"Antz (1998)","Adventure|Animation|Children|Comedy|Fantasy"
19,2374,2,965707518,"Gung Ho (1986)","Comedy|Drama"
19,2394,3,965709144,"Prince of Egypt, The (1998)","Animation|Musical"
19,2518,2,965706728,"Night Shift (1982)","Comedy"
19,2683,3,965706592,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
19,2709,2,965707101,"Muppets From Space (1999)","Children|Comedy"
19,2793,2,965705301,"American Werewolf in Paris, An (1997)","Comedy|Horror|Romance|Thriller"
19,2804,3,965705572,"Christmas Story, A (1983)","Children|Comedy"
19,2888,3,965707828,"Drive Me Crazy (1999)","Comedy|Romance"
19,3040,3,965706438,"Meatballs (1979)","Comedy"
19,3044,3,965711039,"Dead Again (1991)","Mystery|Romance|Thriller"
19,3063,2,965711769,"Poison Ivy (1992)","Drama|Thriller"
19,3225,3,965703061,"Down to You (2000)","Comedy|Romance"
19,3370,2,965710720,"Betrayed (1988)","Drama|Thriller"
19,3387,2,965707828,"Who's Harry Crumb? (1989)","Comedy|Mystery"
19,3479,3,965704304,"Ladyhawke (1985)","Adventure|Fantasy|Romance"
19,3500,2,965706907,"Mr. Saturday Night (1992)","Comedy|Drama"
19,3536,2,965704618,"Keeping the Faith (2000)","Comedy|Drama|Romance"
19,3591,2,965706415,"Mr. Mom (1983)","Comedy|Drama"
19,3624,3,965702776,"Shanghai Noon (2000)","Action|Adventure|Comedy|Western"
19,3683,3,965712238,"Blood Simple (1984)","Crime|Drama|Film-Noir"
19,3685,3,965702660,"Prizzi's Honor (1985)","Comedy|Drama|Romance"
19,3701,2,965703756,"Alien Nation (1988)","Crime|Drama|Sci-Fi|Thriller"
19,3705,2,965710092,"Bird on a Wire (1990)","Action|Comedy|Romance"
19,3743,2,965702940,"Boys and Girls (2000)","Comedy|Romance"
19,3785,1,965702905,"Scary Movie (2000)","Comedy|Horror"
19,3809,3,965706415,"What About Bob? (1991)","Comedy"
20,13,4,1054038425,"Balto (1995)","Adventure|Animation|Children"
20,34,4,1054038093,"Babe (1995)","Children|Drama"
20,1015,3.5,1054038254,"Homeward Bound: The Incredible Journey (1993)","Adventure|Children|Drama"
20,1030,3,1054038374,"Pete's Dragon (1977)","Adventure|Animation|Children|Musical"
20,1035,4.5,1054147359,"Sound of Music, The (1965)","Musical|Romance"
20,1148,5,1054038506,"Wallace & Gromit: The Wrong Trousers (1993)","Animation|Children|Comedy|Crime"
20,1489,4,1054147467,"Cats Don't Dance (1997)","Animation|Children|Musical"
20,1876,2,1054036210,"Deep Impact (1998)","Drama|Sci-Fi|Thriller"
20,1919,3.5,1054038348,"Madeline (1998)","Children|Comedy"
20,2006,2,1054036200,"Mask of Zorro, The (1998)","Action|Comedy|Romance"
20,2089,4.5,1054038249,"Rescuers Down Under, The (1990)","Adventure|Animation|Children"
20,2092,3,1054147515,"Return of Jafar, The (1994)","Adventure|Animation|Children|Fantasy|Musical|Romance"
20,2096,4,1054038145,"Sleeping Beauty (1959)","Animation|Children|Musical"
20,2100,3.5,1054036178,"Splash (1984)","Comedy|Fantasy|Romance"
20,2137,4.5,1054038124,"Charlotte's Web (1973)","Animation|Children"
20,2617,2.5,1054036168,"Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller"
20,2941,4,1054147411,"South Pacific (1958)","Musical|Romance|War"
20,3157,3,1054038435,"Stuart Little (1999)","Children|Comedy|Fantasy"
20,3578,4.5,1054037169,"Gladiator (2000)","Action|Adventure|Drama"
20,3615,2.5,1054037838,"Dinosaur (2000)","Adventure|Animation|Children"
20,3623,3,1054147285,"Mission: Impossible II (2000)","Action|Adventure|Thriller"
20,3755,4.5,1054147193,"Perfect Storm, The (2000)","Drama|Thriller"
20,3897,4.5,1054036184,"Almost Famous (2000)","Drama"
20,4367,0.5,1054147289,"Lara Croft: Tomb Raider (2001)","Action|Adventure"
20,4446,3.5,1054037907,"Final Fantasy: The Spirits Within (2001)","Adventure|Animation|Fantasy|Sci-Fi"
20,4816,3.5,1054037616,"Zoolander (2001)","Comedy"
20,4901,3.5,1054037324,"Spy Game (2001)","Action|Crime|Drama|Thriller"
20,5103,4,1054038111,"Sandlot, The (1993)","Children|Comedy|Drama"
20,5502,3,1054037284,"Signs (2002)","Horror|Sci-Fi|Thriller"
20,5989,4.5,1054037112,"Catch Me If You Can (2002)","Crime|Drama"
20,6156,3,1054036804,"Shanghai Knights (2003)","Action|Adventure|Comedy"
21,19,2.5,1419795052,"Ace Ventura: When Nature Calls (1995)","Comedy"
21,780,3.5,1452052029,"Independence Day (a.k.a. ID4) (1996)","Action|Adventure|Sci-Fi|Thriller"
21,1200,2,1419795311,"Aliens (1986)","Action|Adventure|Horror|Sci-Fi"
21,1210,4.5,1417378078,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
21,2011,5,1417378095,"Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi"
21,2683,2.5,1427558183,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
21,2717,4,1500701951,"Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi"
21,2858,2,1441392960,"American Beauty (1999)","Drama|Romance"
21,3082,5,1376822996,"World Is Not Enough, The (1999)","Action|Adventure|Thriller"
21,3578,2.5,1436989941,"Gladiator (2000)","Action|Adventure|Drama"
21,3633,4.5,1403460850,"On Her Majesty's Secret Service (1969)","Action|Adventure|Romance|Thriller"
21,6373,3,1403459840,"Bruce Almighty (2003)","Comedy|Drama|Fantasy|Romance"
21,6539,4,1419795351,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)","Action|Adventure|Comedy|Fantasy"
21,7438,1.5,1468113476,"Kill Bill: Vol. 2 (2004)","Action|Drama|Thriller"
21,7569,4.5,1403460592,"You Only Live Twice (1967)","Action|Adventure|Sci-Fi|Thriller"
21,8368,4,1412968057,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure|Fantasy|IMAX"
21,8574,0.5,1418063157,"Claymation Christmas Celebration, A (1987)","Animation|Children|Comedy|Musical"
